SCHOOL_DISTRICT_CODE,SCHOOL_DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SCHOOL_CITY,SCHOOL_POSTAL_CODE
4481,The Holy Spirit Roman Catholic Separate School Division,0020,Trinity Learning Centre,Lethbridge,T1J3E5
0017,Haultain School of Fine Arts Society,0025,Haultain School of Fine Arts,Calgary,T2R1N8
9008,Correctional Institutions (Provincial),0061,Alberta Institute For Girls,,
9001,Northwest Territories - Department of Education, Culture and Employment,0082,Yellowknife Public Junior High,,
9665,Olds ECS Society,0107,Olds ECS Port II Program,,
9683,Strathmore K Association,0118,Westmount Elementary School ECS,Strathmore,T0J3H0
9838,Bonanza & District Kindergarten Society,0147,Bonanza School ECS,Bonanza,T0H0K0
9836,Edmonton Chinese Kind Assoc,0156,Strathearn Elementary Junior High Roomm 221 ECS,,
9848,Westview Education Society,0168,Westview Education Society - Kindergarten,Calgary,T3G2A1
3030,The Calgary School Division,0181,Sunnyside Community School ECS,Calgary,T2N3P1
9213,Olds Koinonia Christian School Society,0201,Carstairs Koinonia (Hartzler),,
9878,Mount Royal College Day-Care Society,0207,Mount Royal College Early Childhood Services,Calgary,T3E6K6
9888,Learning Tree ECS Association,0221,Learning Tree D C Centre South,Red Deer,T4N6E2
9928,ABC ECS Association,0257,A B C Early Childhood Services,Calgary,T2Z1K4
9957,South Calgary Community Church,0278,Community Christian ECS,Calgary,T2W3S9
9382,Alberta Conference of 7th Day Adventist Church,0320,Pinebridge S.D.A. School,Calgary,T3J1Z9
0061,McKernan Baptist Chruch,0373,McKernan Child Development Centre,Edmonton,T6G0J9
0031,Montessori Education Preschool & ECS Institute of Alberta,0374,Carousel Children's Centre,Calgary,T2V1V4
0279,Concordia University College of Alberta,0498,Concordia University College of Alberta (ASN),Edmonton,T5K0L2
9240,Northern Lakes College,0511,Northern Lakes College (ASN),Edmonton,T5K0L2
3030,The Calgary School Division,0538,Monterey Park School,Calgary,T1Y6R2
9503,Dixonville Soc For ECS,0603,Dixonville School ECS,Dixonville,T0H1E0
9546,First Mennonite Church,0684,Southview Child Care,Edmonton,T6E6P1
9552,Rivercourse Kiddies Korner,0690,Rivercourse Community Hall ECS,,
9555,St. Albert Montessori K Soc,0693,Kinsmen Clubhouse ECS,,
9556,St. Albert Parish K,0694,Old Father Jan Parish Kind,,
9558,St. Matthews ECS K,0696,St. Matthew's Lutheran Church ECS,,
9572,Alix Soc For Pre-Schoolers,0720,Alix Pre-School Centre,,
9582,Castor Early Childhood Society,0730,Theresetta School Early Childhood Society,Castor,T0C0X0
0053,The Chinook's Edge School Division,0736,Delburne Central School ECS,Delburne,T0M0V0
9591,Eckville ECS,0739,Eckville ECS School Portable,,
9592,Elnora Lakeview Kind,0740,Lakeview School ECS,Elnora,T0M0Y0
9706,Lethbridge Rural E C Soc,0784,Sunnyside School ECS,,
9000,Other Schools,0794,Centre Street Church West Campus,Calgary,T2E2Y7
9650,Dover Comm Assoc,0815,West Dover ECS (School Portable),,
9664,N Glenmore Park Com Assoc,0833,North Glenmore Park Com K,,
9688,Varsity Community Assoc,0860,Varsity Community Centre ECS,,
9696,Corvette Cres K Adv Society,0877,General Stewart School ECS,,
9705,Lethbridge Preschool Services Project,0887,Lethbridge Preschool Services Project,Lethbridge,T1H2S4
9726,Westland Pre-School Society,0919,University of Lethbridge ECS,,
9776,Nordegg Kindergarten Soc,0968,Nordegg School ECS,,
9779,Keephills Preschool Assoc,0971,Keephills In Home Program,,
0118,Headway School Society,1008,Headway School Society of Alberta,Edmonton,T6A3B1
0135,Community Connections School (CCS),1044,Community Connections School,Calgary,T2N4N6
0144,Outlook School Division No.32,1069,Outlook Elementary School,Outlook,S0L2N0
0177,The Peace Wapiti School Division,1101,Beaverlodge Regional High School,Beaverlodge,T0H0C0
1045,The Horizon School Division,1114,Delco Colony School,Taber,T1G1Z9
2045,The Grasslands School Division,1122,Lathom Colony School,Bassano,T0J0B0
0177,The Peace Wapiti School Division,1135,Penson School,Grovedale,T0H1X0
3240,The Grande Prairie Public School Division,1140,Avondale School,Grande Prairie,T8V1P5
3030,The Calgary School Division,1161,Discovering Choices II,Calgary,T2G3C5
9843,Bigstone Education Authority Society,1198,Bigstone Community School,Wabasca,T0G2K0
2275,The Northern Gateway School Division,1202,Fox Creek School,Fox Creek,T0H1P0
2275,The Northern Gateway School Division,1205,Sunset House School,Sunset House,T0H3H0
0162,Sucker Creek First Nation,1213,Sucker Creek K4 - K5 School,Enilda,T0G0W0
4330,The East Central Alberta Catholic Separate School Division,1220,Lethbridge Writing Centre,Lethbridge,T1K6K5
4010,The Calgary Roman Catholic Separate School Division,1226,Our Lady of Fatima,Calgary,T3J5C4
4010,The Calgary Roman Catholic Separate School Division,1227,Name to be updated,Calgary,T2S1S3
0094,Nunavut - Department of Education,0057,John Arnalukjuak School,Arviat,X0C0E0
0395,Alberta Classical Academy Ltd.,2498,Calgary Classical Academy Currie Campus,Calgary,T3E7K9
8060,The East Central Francophone Education Region,2718,�cole Beaus�jour,Plamondon,T0A2T0
0093,Yellowknife Catholic Schools,0083,Ecole St. Patrick High School,Yellowknife,X1A2R2
0094,Nunavut - Department of Education,0094,Kugluktuk High School,Kugluktuk,X0B0E0
0094,Nunavut - Department of Education,0363,Arviligruaq Illiniarvik School,Kugaaruk,X0B1K0
0085,The Heart Valley Church of God in Christ Mennonite,0482,Heart Valley Christian School,Wanham,T0H3P0
0173,Gabriela Mistral Latin American School Society,1257,Gabriela Mistral Latin American School,Edmonton,T5J2N9
0175,Phoenix Education Foundation,1264,Phoenix Education Foundation,Calgary,T2E6J6
4208,The Christ the Redeemer Catholic Separate School Division,1281,St. John Paul II Collegiate,Okotoks,T1S2A6
9265,Crossroads Christian Academy,1293,Crossroads Christian Academy,,
0030,Independent Baptist Christian Education Society,1295,Meadows Baptist Academy,Edmonton,T6T1J1
1070,The Peace River School Division,1376,Peace Regional Outreach Campus,Peace River,T8S1J1
0177,The Peace Wapiti School Division,1102,Beaverlodge Elementary School,Beaverlodge,T0H0C0
0284,The Southern Francophone Education Region,1378,�cole Notre-Dame-de-la-Paix,Calgary,T2J2B7
2275,The Northern Gateway School Division,1389,Gateway Academy Fox Creek,Fox Creek,T0H1P0
1070,The Peace River School Division,1402,Fairview High School,Fairview,T0H1L0
1190,The Rocky View School Division,1413,Rainbow Creek Elementary School,Chestermere,T1X0L2
2255,The Palliser School Division,1419,Arrowwood Colony School,Lethbridge,T1H5S1
0053,The Chinook's Edge School Division,1469,Carstairs Elementary School,Carstairs,T0M0N0
1070,The Peace River School Division,1516,Kennedy Elementary School,Grimshaw,T0H1W0
2255,The Palliser School Division,1562,Master's College,Calgary,T2T5J4
0021,The Holy Family Catholic Separate School Division,1573,Glenmary School,Peace River,T8S1R6
1110,The Sturgeon Public School Division,1582,Morinville Public School,Morinville,T8R1L5
9846,South Shore Children's Association,1617,Southshore Comm Complex,Widewater,T0G2M0
0177,The Peace Wapiti School Division,1632,Doe River Colony School,Bonanza,T0H0K0
0262,Unknown Schools Authority,1667,Unknown Name S9828,,
1175,The Pembina Hills School Division,1683,Alberta Distance Learning Centre Lethbridge Writing Centre,Lethbridge,T1J0N8
1135,The Livingstone Range School Division,1730,Outreach West,Coleman,T0K0M0
3030,The Calgary School Division,1749,Alberta Accredited School,Calgary,T2N4N8
4208,The Christ the Redeemer Catholic Separate School Division,1784,Christ The King Academy,Brooks,T1R1L7
9234,Little Red River Board of Education,1821,John D'or Prairie School,John D'or Prairie,T0H3X0
1280,The Northland School Division,1822,Dr Mary Jackson School,Keg River,T0H2G0
4160,The Fort McMurray Roman Catholic Separate School Division,1872,Good Shepherd Community School,Fort McMurray,T9H2R1
8060,The East Central Francophone Education Region,1904,�cole Sainte-Catherine,Lac La Biche,T0A2C0
2125,The Board of Trustees of Aspen View Public Schools,1921,Night Wind, Maskwa House School,Rochester,T0G1Z0
0307,1620215 Alberta Ltd.,1922,Cochrane Valley Montessori School,Cochrane,T4C1X6
3020,The Edmonton School Division,1930,David Thomas King School,Edmonton,T5T7J2
3020,The Edmonton School Division,1932,Collegiate School for Science,,
6020,Aurora School Ltd.,1939,Aurora Academic Charter Middle School,Edmonton,T5L1M8
2275,The Northern Gateway School Division,1960,Homeland Colony School,Valleyview,T0H3N0
7020,The Board of Trustees of St. Albert Public Schools,1966,Lois E. Hole Elementary School,St. Albert,T8N7R6
0110,The Edmonton Catholic Separate School Division,1970,St. Brendan School,Edmonton,T6B0X1
7020,The Board of Trustees of St. Albert Public Schools,1974,St. Albert Public Schools Preschool,St. Albert,T8N0G4
0288,Amiskwaciy Cultural Society,1255,Aboriginal Head Start - Our Lady of Peace,Edmonton,T5P1G2
1190,The Rocky View School Division,0404,Airdrie Learning Connection,Airdrie,T4B0P8
0094,Nunavut - Department of Education,0551,Quqshuun Ilihakvik,Gjoa Haven,X0B1J0
0020,The St. Thomas Aquinas Roman Catholic Separate School Division,1312,Father Lacombe Catholic School,Lacombe,T4L1G3
0208,Genesis Protestant Reformed School Society of Lacombe,1384,Genesis Protestant Reformed School,Clive,T0C0Y0
0209,Dalhousie Community Kindergarten Society,1386,Dalhousie Community Kindergarten,Calgary,T3A1V6
3040,The Lethbridge School Division,1388,Compass Outreach School,Lethbridge,T1J1Y9
9248,Baytree Mennonite School,1395,Baytree Mennonite School,,
0214,Montessori Projects of Alberta Ltd.,1414,Oaks and Acorns Montessori Kindergarten,Calgary,T2X3S3
4208,The Christ the Redeemer Catholic Separate School Division,1431,St. Luke's Outreach Centre Brooks,Brooks,T1R0V5
9122,Fairview College,1490,Fairview College - Fairview,Fairview,T0H1L0
1070,The Peace River School Division,1508,Manning Elementary School,Manning,T0H2M0
2275,The Northern Gateway School Division,1552,Gateway Academy Whitecourt,Whitecourt,T7S1N1
1220,The High Prairie School Division,1613,McLennan Public School,,
1220,The High Prairie School Division,1615,C J Schurter Elementary School,Slave Lake,T0G2A2
2285,The Battle River School Division,1628,Lougheed Colony School,Camrose,T4V0L3
1220,The High Prairie School Division,1692,Special Education Class,High Prairie,T0G1E0
9292,Stoney Tribal Administration,1727,Nakoda Elementary School,Morley,T0L1N0
2195,The Elk Island School Division,1753,Ecole Parc Elementaire,Fort Saskatchewan,T8L1W5
9304,Wilson Prairie Mennonite School Society,0014,Tompkins Mennonite School,La Crete,T0H2H0
0092,Yellowknife District No. 1 Education Authority,0043,Ecole J H Sissons,Yellowknife,X1A1G7
0088,Dehcho Divisional Education Council,0073,Territorial School,Hay River,X0E1G3
9042,Coaldale Canadian Reformed School Society,0105,Canadian Reformed Church,,
9887,Getting Ready for Inclusion Today (The GRIT Program),0136,Grit Program,Edmonton,T5L4N8
9843,Bigstone Education Authority Society,0153,Bigstone Cree Band Kind ECS,,
9847,New Brigden Early Childhood Services Association,0167,New Brigden School Portable ECS,Esther,T0J1H0
9861,Benalto & Dist ECS Society,0182,Benalto ECS,Sylvan Lake,T0M1Z0
9863,Henderson Lake Kindergarten Society,0183,Henderson Lake Daycare ECS,Lethbridge,T1J3W4
9869,Southview Kiddie Kampus Day Care Association,0193,Southview Kiddie Kampus ECS,Medicine Hat,T1B1R2
9870,N & Cen Peace Christian Sc Soc,0194,Pentecostal Church (Fairview),,
0088,Dehcho Divisional Education Council,0330,Deh Gah School,Fort Providence,X0E0L0
0156,The Government of Canada as represented by Correctional Service Canada,0345,Edmonton Institution for Women,,
0090,Sahtu Divisional Education Council,0355,Chief Albert Wright School,Tulita,X0E0K0
1220,The High Prairie School Division,0375,Lakeside Outreach School,Slave Lake,T0G2A0
0331,Burman University GED Writing Centre,0379,Burman University,Lacombe,T4L2E5
0068,Battle River School Division,0412,Neilburg School,Lloydminster,S9V0R1
9846,South Shore Children's Association,0426,South Shore Children's Association - Kindergarten,Widewater,T0G2M0
0079,Kayas Cultural College,0474,Garden River School,John D'or Prairie,T0H3X0
9217,Bow Valley College,0491,Bow Valley College - High River Writing Centre,Calgary,T2G4S6
0100,Alberta College of Art and Design,0493,Alberta College of Art and Design (ASN),Edmonton,T5J5E6
9006,The Northern Alberta Institute of Technology,0508,The Northern Alberta Institute of Technology (ASN),Edmonton,T5K0L2
4208,The Christ the Redeemer Catholic Separate School Division,0519,Notre Dame Collegiate,High River,T1V1T7
0091,South Slave Divisional Education Council,0569,Joseph Burr Tyrrell School,Fort Smith,X0E0P0
9196,St. Luke's Educational Advancement Association,0578,St. Luke's College - Vegreville,Vegreville,T9C1A6
4208,The Christ the Redeemer Catholic Separate School Division,0594,Our Lady of the Snows Catholic Academy,Canmore,T1W3M6
3030,The Calgary School Division,0597,Scenic Acres School,Calgary,T3L1T2
4010,The Calgary Roman Catholic Separate School Division,0598,Our Lady of Lourdes,Calgary,T2S1S3
9501,Berwyn Kindergarten Society,0601,Golden Age Drop In Centre Early Childhood Services,Berwyn,T0H0E0
9502,Deadwood ECS Society,0602,Deadwood School Portable,Peace River,T8S1S2
2125,The Board of Trustees of Aspen View Public Schools,0628,Athabasca Old Brick School ECS,,
9511,Athabasca & Dist ECS Assoc,0634,Smith ECS School Portable,,
9548,Morinville Nd Child Assoc,0686,Morinville French School ECS,,
9561,Seba Beach Kindergarten Soc,0699,Seba Beach School Portable ECS,,
9593,Endmoor ECS Society,0741,Endmoor ECS Portable,,
9600,Kingman-Round Hill Child Development Centre,0750,Round Hill School ECS,Round Hill,T0B3Z0
9793,Midway E.C.S. Society,0804,Midway School ECS,Carstairs,T0M0N0
9709,City of Medicine Hat,0867,Harry Veiner Building ECS I,,
9758,Medicine Hat Montessori,0868,Medicine Hat Mont St. Mary School,,
9699,Gingerbread House Pre-Sch,0881,Lakeview Elementary School Portable,,
9708,Manyberries ECS,0890,Manyberries School ECS,Foremost,T0K0X0
9709,City of Medicine Hat,0898,Crestwood School ECS,,
9728,Brownfield ECS,0922,Brownfield School ECS,Brownfield,T0C0R0
9643,Cochrane ECS Centre,0957,Manacchaban Junior High School ECS (B,,
9773,Lindale Kindergarten Assoc,0958,Lindale Old School ECS,,
0111,Calgary Preparatory School Association,0959,Calgary Preparatory School Association,Calgary,T2V2Y3
9510,West Central Pre-School Soc,0961,Elmworth Portable,,
3020,The Edmonton School Division,1458,A. Blair McPherson School,Edmonton,T6T0J4
1250,The Fort Vermilion School Division,1708,Zama City Private Home ECS,,
0270,Kidstown Academy of Learning Preschool,1734,Kidstown Academy of Learning Preschool Ltd,Edmonton,T5P3M7
1190,The Rocky View School Division,1735,Summit Trails Online High School,Airdrie,T4B3A6
1280,The Northland School Division,1801,Anzac School,Anzac,T0P1J0
0299,New Kanata Academy,1918,New Kanata Academy,Calgary,T3E6K6
9909,ABC Head Start Society,1942,ABC Head Start Society  - Lorelei,Edmonton,T5K0X9
2305,The Parkland School Division,1957,Prescott Learning Centre,Spruce Grove,T7X0T1
1085,Grande Yellowhead Public School Division,2011,Harry Collinge High School,Hinton,T7V1E9
0046,The Elk Island Catholic Separate School Division,2052,Father Ken Kearns (Ukranian) ECS,,
2155,The Golden Hills School Division,2071,Wheatland Crossing School,Standard,T0J3G0
3030,The Calgary School Division,2072,New Brighton School,Calgary,T2Z4B2
4010,The Calgary Roman Catholic Separate School Division,2081,Our Lady of the Rosary School,Calgary,T3M0W7
4010,The Calgary Roman Catholic Separate School Division,2082,St. Marguerite School,Calgary,T2Z0W1
3030,The Calgary School Division,2085,Auburn Bay School,Calgary,T3M0K6
9268,Dene Tha' Band,2090,Meander River Community School,Meander River,T0H2P0
2275,The Northern Gateway School Division,2101,Blue Ridge Elementary School,Blue Ridge,T0E0B0
2275,The Northern Gateway School Division,2102,Cherhill School,Cherhill,T0E0J0
2275,The Northern Gateway School Division,2103,Darwell School,Darwell,T0E0L0
8040,The Greater North Central Francophone Education Region,2125,�cole Micha�lle-Jean,Edmonton,T6A3P8
9246,Frog Lake Band,2138,Frog Lake Oskayak Outreach School,Frog Lake,T0A1M0
3030,The Calgary School Division,2180,Joane Cardinal-Schubert High School,Calgary,T3M2P9
4501,The Medicine Hat Roman Catholic Separate School Division,2197,�cole St. John Paul II School,Medicine Hat,T1B0L6
3040,The Lethbridge School Division,2198,Senator Joyce Fairbairn Middle School,Lethbridge,T1K6S4
0177,The Peace Wapiti School Division,2239,Peace Wapiti Enterprise Centre,Grande Prairie,T8V7N7
9909,ABC Head Start Society,2240,Newton ABC Head Start Program,Edmonton,T5B1R1
0342,created in error. Please see a.9379,2241,created in error. Please see s.7976,,
3050,The Medicine Hat School Division,2242,Community Early Learning Program,Medicine Hat,T1A4Y7
0347,Fort McMurray Montessori Foundation,2261,Hillcrest Montessori Academy,Fort McMurray,T9H1A1
3020,The Edmonton School Division,2268,Alex Janvier School,Edmonton,T5P1W8
1175,The Pembina Hills School Division,2315,Childrens World Day Care,,
1110,The Sturgeon Public School Division,2354,Sturgeon Public Summer School,Sturgeon County,T8T0E9
4010,The Calgary Roman Catholic Separate School Division,2355,St. Josephine Bakhita School,Calgary,T3P0P2
0053,The Chinook's Edge School Division,2358,May City Hutterite Colony School,Innisfail,T4G1W4
0387,A&D Phonetic Reading Centre, Inc. (A&D Tutoring),2395,A&D Phonetic Reading Centre, Inc. (A&D Tutoring),,
0403,Rockyview & District Primary Education Society,2445,E.C.I. Learning Academy,Chestermere,T1X1A1
4077,The Greater St. Albert Roman Catholic Separate School Division,2573,Morinville ECS Centre,Morinville,T0G1P0
4077,The Greater St. Albert Roman Catholic Separate School Division,2589,Richard S Fowler Catholic Junior High School,St. Albert,T8N0G5
1245,The Northern Lights School Division,2706,Ecole Plamondon School,Plamondon,T0A2T0
2185,The St. Paul School Division,2803,Elk Point Elementary School,Elk Point,T0A1A0
4105,The Lakeland Roman Catholic Separate School Division,2970,St. Dominic School,Cold Lake,T9M1M5
